id,type,prompt,answer,generated_cot
aug_unit_conversion_001218,unit_conversion,"On planet Zog, kors convert to glips by a fixed rule. Observed conversions:
59.17 kors becomes 853.5 glips
89.35 kors becomes 1288.83 glips
79.01 kors becomes 1139.68 glips
45.19 kors becomes 651.84 glips
3.18 kors becomes 45.87 glips
Now convert 5.03 kors to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",72.56,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 59.17 kors -> 853.5
rate = 853.5 / 59.17 = 14.4245

STEP 2: Verify the rate with the second example.
EX2: 89.35 kors -> 1288.83
rate = 1288.83 / 89.35 = 14.4245
The rates agree (|14.4245 - 14.4245| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 5.03 * 14.4245 = 72.5552
Rounded to two decimals, the answer is 72.56."
aug_unit_conversion_001219,unit_conversion,"On planet Zog, vims convert to glips by a fixed rule. Observed conversions:
93.12 vims becomes 1273.77 glips
72.48 vims becomes 991.44 glips
33.03 vims becomes 451.81 glips
3.68 vims becomes 50.34 glips
41.94 vims becomes 573.69 glips
Now convert 42.16 vims to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",576.70,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 93.12 vims -> 1273.77
rate = 1273.77 / 93.12 = 13.6788

STEP 2: Verify the rate with the second example.
EX2: 72.48 vims -> 991.44
rate = 991.44 / 72.48 = 13.6788
The rates agree (|13.6788 - 13.6788| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 42.16 * 13.6788 = 576.6982
Rounded to two decimals, the answer is 576.70."
aug_unit_conversion_001220,unit_conversion,"On planet Zog, zibs convert to yups by a fixed rule. Observed conversions:
69.63 zibs becomes 257.61 yups
44.19 zibs becomes 163.49 yups
23.3 zibs becomes 86.2 yups
45.52 zibs becomes 168.41 yups
64.17 zibs becomes 237.41 yups
Now convert 86.59 zibs to yups.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",320.36,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 69.63 zibs -> 257.61
rate = 257.61 / 69.63 = 3.6997

STEP 2: Verify the rate with the second example.
EX2: 44.19 zibs -> 163.49
rate = 163.49 / 44.19 = 3.6997
The rates agree (|3.6997 - 3.6997| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 86.59 * 3.6997 = 320.357
Rounded to two decimals, the answer is 320.36."
aug_unit_conversion_001221,unit_conversion,"On planet Zog, kors convert to marks by a fixed rule. Observed conversions:
32.01 kors becomes 1302.58 marks
98.91 kors becomes 4024.92 marks
60.94 kors becomes 2479.82 marks
63.18 kors becomes 2570.97 marks
14.04 kors becomes 571.33 marks
Now convert 87.79 kors to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",3572.43,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 32.01 kors -> 1302.58
rate = 1302.58 / 32.01 = 40.6929

STEP 2: Verify the rate with the second example.
EX2: 98.91 kors -> 4024.92
rate = 4024.92 / 98.91 = 40.6928
The rates agree (|40.6929 - 40.6928| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 87.79 * 40.6929 = 3572.4297
Rounded to two decimals, the answer is 3572.43."
aug_unit_conversion_001222,unit_conversion,"On planet Zog, plinks convert to marks by a fixed rule. Observed conversions:
15.95 plinks becomes 352.26 marks
95.52 plinks becomes 2109.56 marks
71.96 plinks becomes 1589.24 marks
92.45 plinks becomes 2041.76 marks
60.18 plinks becomes 1329.08 marks
Now convert 15.85 plinks to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",350.05,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 15.95 plinks -> 352.26
rate = 352.26 / 15.95 = 22.0853

STEP 2: Verify the rate with the second example.
EX2: 95.52 plinks -> 2109.56
rate = 2109.56 / 95.52 = 22.085
The rates agree (|22.0853 - 22.085| = 0.0003), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 15.85 * 22.0853 = 350.052
Rounded to two decimals, the answer is 350.05."
aug_unit_conversion_001223,unit_conversion,"On planet Zog, vims convert to snurs by a fixed rule. Observed conversions:
7.58 vims becomes 153.45 snurs
54.72 vims becomes 1107.74 snurs
81.48 vims becomes 1649.46 snurs
71.87 vims becomes 1454.91 snurs
74.41 vims becomes 1506.33 snurs
Now convert 5.59 vims to snurs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",113.16,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 7.58 vims -> 153.45
rate = 153.45 / 7.58 = 20.2441

STEP 2: Verify the rate with the second example.
EX2: 54.72 vims -> 1107.74
rate = 1107.74 / 54.72 = 20.2438
The rates agree (|20.2441 - 20.2438| = 0.0003), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 5.59 * 20.2441 = 113.1645
Rounded to two decimals, the answer is 113.16."
aug_unit_conversion_001224,unit_conversion,"On planet Zog, donks convert to wibs by a fixed rule. Observed conversions:
54.7 donks becomes 1722.18 wibs
74.18 donks becomes 2335.49 wibs
52.9 donks becomes 1665.51 wibs
33.09 donks becomes 1041.81 wibs
89.67 donks becomes 2823.18 wibs
Now convert 14.24 donks to wibs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",448.33,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 54.7 donks -> 1722.18
rate = 1722.18 / 54.7 = 31.4841

STEP 2: Verify the rate with the second example.
EX2: 74.18 donks -> 2335.49
rate = 2335.49 / 74.18 = 31.4841
The rates agree (|31.4841 - 31.4841| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 14.24 * 31.4841 = 448.3336
Rounded to two decimals, the answer is 448.33."
aug_unit_conversion_001225,unit_conversion,"On planet Zog, vims convert to wibs by a fixed rule. Observed conversions:
29.08 vims becomes 885.85 wibs
35.73 vims becomes 1088.42 wibs
19.84 vims becomes 604.37 wibs
25.19 vims becomes 767.35 wibs
61.0 vims becomes 1858.21 wibs
Now convert 63.92 vims to wibs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",1947.16,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 29.08 vims -> 885.85
rate = 885.85 / 29.08 = 30.4625

STEP 2: Verify the rate with the second example.
EX2: 35.73 vims -> 1088.42
rate = 1088.42 / 35.73 = 30.4624
The rates agree (|30.4625 - 30.4624| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 63.92 * 30.4625 = 1947.163
Rounded to two decimals, the answer is 1947.16."
aug_unit_conversion_001226,unit_conversion,"On planet Zog, kors convert to marks by a fixed rule. Observed conversions:
68.05 kors becomes 3247.04 marks
33.63 kors becomes 1604.67 marks
90.88 kors becomes 4336.38 marks
32.61 kors becomes 1556.0 marks
53.94 kors becomes 2573.77 marks
Now convert 5.56 kors to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",265.30,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 68.05 kors -> 3247.04
rate = 3247.04 / 68.05 = 47.7155

STEP 2: Verify the rate with the second example.
EX2: 33.63 kors -> 1604.67
rate = 1604.67 / 33.63 = 47.7154
The rates agree (|47.7155 - 47.7154| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 5.56 * 47.7155 = 265.2982
Rounded to two decimals, the answer is 265.30."
aug_unit_conversion_001227,unit_conversion,"On planet Zog, zibs convert to glips by a fixed rule. Observed conversions:
85.71 zibs becomes 493.6 glips
27.51 zibs becomes 158.43 glips
2.58 zibs becomes 14.86 glips
66.01 zibs becomes 380.15 glips
28.72 zibs becomes 165.4 glips
Now convert 25.53 zibs to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",147.03,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 85.71 zibs -> 493.6
rate = 493.6 / 85.71 = 5.759

STEP 2: Verify the rate with the second example.
EX2: 27.51 zibs -> 158.43
rate = 158.43 / 27.51 = 5.759
The rates agree (|5.759 - 5.759| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 25.53 * 5.759 = 147.0273
Rounded to two decimals, the answer is 147.03."
aug_unit_conversion_001228,unit_conversion,"On planet Zog, zibs convert to wibs by a fixed rule. Observed conversions:
87.33 zibs becomes 2461.61 wibs
90.35 zibs becomes 2546.74 wibs
65.6 zibs becomes 1849.1 wibs
51.42 zibs becomes 1449.4 wibs
95.23 zibs becomes 2684.3 wibs
Now convert 53.33 zibs to wibs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",1503.23,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 87.33 zibs -> 2461.61
rate = 2461.61 / 87.33 = 28.1874

STEP 2: Verify the rate with the second example.
EX2: 90.35 zibs -> 2546.74
rate = 2546.74 / 90.35 = 28.1875
The rates agree (|28.1874 - 28.1875| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 53.33 * 28.1874 = 1503.234
Rounded to two decimals, the answer is 1503.23."
aug_unit_conversion_001229,unit_conversion,"On planet Zog, zibs convert to snurs by a fixed rule. Observed conversions:
27.81 zibs becomes 916.78 snurs
13.93 zibs becomes 459.21 snurs
28.11 zibs becomes 926.67 snurs
13.59 zibs becomes 448.01 snurs
18.44 zibs becomes 607.89 snurs
Now convert 68.0 zibs to snurs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",2241.67,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 27.81 zibs -> 916.78
rate = 916.78 / 27.81 = 32.9658

STEP 2: Verify the rate with the second example.
EX2: 13.93 zibs -> 459.21
rate = 459.21 / 13.93 = 32.9655
The rates agree (|32.9658 - 32.9655| = 0.0003), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 68.0 * 32.9658 = 2241.6744
Rounded to two decimals, the answer is 2241.67."
aug_unit_conversion_001230,unit_conversion,"On planet Zog, donks convert to yups by a fixed rule. Observed conversions:
94.38 donks becomes 1763.06 yups
78.44 donks becomes 1465.29 yups
58.66 donks becomes 1095.79 yups
95.97 donks becomes 1792.76 yups
74.63 donks becomes 1394.12 yups
Now convert 58.96 donks to yups.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",1101.40,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 94.38 donks -> 1763.06
rate = 1763.06 / 94.38 = 18.6804

STEP 2: Verify the rate with the second example.
EX2: 78.44 donks -> 1465.29
rate = 1465.29 / 78.44 = 18.6804
The rates agree (|18.6804 - 18.6804| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 58.96 * 18.6804 = 1101.3964
Rounded to two decimals, the answer is 1101.40."
aug_unit_conversion_001231,unit_conversion,"On planet Zog, plinks convert to marks by a fixed rule. Observed conversions:
74.5 plinks becomes 1356.36 marks
45.62 plinks becomes 830.57 marks
3.08 plinks becomes 56.08 marks
20.02 plinks becomes 364.49 marks
80.98 plinks becomes 1474.34 marks
Now convert 61.24 plinks to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",1114.95,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 74.5 plinks -> 1356.36
rate = 1356.36 / 74.5 = 18.2062

STEP 2: Verify the rate with the second example.
EX2: 45.62 plinks -> 830.57
rate = 830.57 / 45.62 = 18.2063
The rates agree (|18.2062 - 18.2063| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 61.24 * 18.2062 = 1114.9477
Rounded to two decimals, the answer is 1114.95."
aug_unit_conversion_001232,unit_conversion,"On planet Zog, donks convert to wibs by a fixed rule. Observed conversions:
45.67 donks becomes 1494.45 wibs
93.4 donks becomes 3056.31 wibs
69.99 donks becomes 2290.27 wibs
63.36 donks becomes 2073.32 wibs
12.75 donks becomes 417.22 wibs
Now convert 21.54 donks to wibs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",704.85,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 45.67 donks -> 1494.45
rate = 1494.45 / 45.67 = 32.7228

STEP 2: Verify the rate with the second example.
EX2: 93.4 donks -> 3056.31
rate = 3056.31 / 93.4 = 32.7228
The rates agree (|32.7228 - 32.7228| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 21.54 * 32.7228 = 704.8491
Rounded to two decimals, the answer is 704.85."
aug_unit_conversion_001233,unit_conversion,"On planet Zog, kors convert to snurs by a fixed rule. Observed conversions:
28.98 kors becomes 981.91 snurs
65.29 kors becomes 2212.18 snurs
43.57 kors becomes 1476.26 snurs
83.49 kors becomes 2828.84 snurs
37.21 kors becomes 1260.76 snurs
Now convert 87.79 kors to snurs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",2974.53,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 28.98 kors -> 981.91
rate = 981.91 / 28.98 = 33.8823

STEP 2: Verify the rate with the second example.
EX2: 65.29 kors -> 2212.18
rate = 2212.18 / 65.29 = 33.8824
The rates agree (|33.8823 - 33.8824| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 87.79 * 33.8823 = 2974.5271
Rounded to two decimals, the answer is 2974.53."
aug_unit_conversion_001234,unit_conversion,"On planet Zog, donks convert to wibs by a fixed rule. Observed conversions:
16.33 donks becomes 738.76 wibs
12.76 donks becomes 577.25 wibs
26.38 donks becomes 1193.41 wibs
4.84 donks becomes 218.96 wibs
63.3 donks becomes 2863.65 wibs
Now convert 16.31 donks to wibs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",737.85,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 16.33 donks -> 738.76
rate = 738.76 / 16.33 = 45.2394

STEP 2: Verify the rate with the second example.
EX2: 12.76 donks -> 577.25
rate = 577.25 / 12.76 = 45.239
The rates agree (|45.2394 - 45.239| = 0.0004), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 16.31 * 45.2394 = 737.8546
Rounded to two decimals, the answer is 737.85."
aug_unit_conversion_001235,unit_conversion,"On planet Zog, vims convert to marks by a fixed rule. Observed conversions:
10.02 vims becomes 286.07 marks
23.85 vims becomes 680.91 marks
18.4 vims becomes 525.31 marks
92.96 vims becomes 2653.98 marks
46.72 vims becomes 1333.84 marks
Now convert 53.11 vims to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",1516.29,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 10.02 vims -> 286.07
rate = 286.07 / 10.02 = 28.5499

STEP 2: Verify the rate with the second example.
EX2: 23.85 vims -> 680.91
rate = 680.91 / 23.85 = 28.5497
The rates agree (|28.5499 - 28.5497| = 0.0002), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 53.11 * 28.5499 = 1516.2852
Rounded to two decimals, the answer is 1516.29."
aug_unit_conversion_001236,unit_conversion,"On planet Zog, zibs convert to wibs by a fixed rule. Observed conversions:
39.3 zibs becomes 1493.81 wibs
99.87 zibs becomes 3796.1 wibs
95.29 zibs becomes 3622.01 wibs
92.43 zibs becomes 3513.3 wibs
97.77 zibs becomes 3716.28 wibs
Now convert 78.23 zibs to wibs.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",2973.55,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 39.3 zibs -> 1493.81
rate = 1493.81 / 39.3 = 38.0104

STEP 2: Verify the rate with the second example.
EX2: 99.87 zibs -> 3796.1
rate = 3796.1 / 99.87 = 38.0104
The rates agree (|38.0104 - 38.0104| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 78.23 * 38.0104 = 2973.5536
Rounded to two decimals, the answer is 2973.55."
aug_unit_conversion_001237,unit_conversion,"On planet Zog, vims convert to glips by a fixed rule. Observed conversions:
56.04 vims becomes 66.82 glips
43.03 vims becomes 51.31 glips
15.8 vims becomes 18.84 glips
87.46 vims becomes 104.29 glips
3.02 vims becomes 3.6 glips
Now convert 37.27 vims to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",44.44,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 56.04 vims -> 66.82
rate = 66.82 / 56.04 = 1.1924

STEP 2: Verify the rate with the second example.
EX2: 43.03 vims -> 51.31
rate = 51.31 / 43.03 = 1.1924
The rates agree (|1.1924 - 1.1924| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 37.27 * 1.1924 = 44.4407
Rounded to two decimals, the answer is 44.44."
aug_unit_conversion_001238,unit_conversion,"On planet Zog, vims convert to marks by a fixed rule. Observed conversions:
57.65 vims becomes 1758.83 marks
69.08 vims becomes 2107.55 marks
95.85 vims becomes 2924.27 marks
90.77 vims becomes 2769.28 marks
71.25 vims becomes 2173.75 marks
Now convert 5.65 vims to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",172.37,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 57.65 vims -> 1758.83
rate = 1758.83 / 57.65 = 30.5088

STEP 2: Verify the rate with the second example.
EX2: 69.08 vims -> 2107.55
rate = 2107.55 / 69.08 = 30.5088
The rates agree (|30.5088 - 30.5088| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 5.65 * 30.5088 = 172.3747
Rounded to two decimals, the answer is 172.37."
aug_unit_conversion_001239,unit_conversion,"On planet Zog, kors convert to glips by a fixed rule. Observed conversions:
9.64 kors becomes 135.8 glips
74.89 kors becomes 1054.96 glips
2.9 kors becomes 40.85 glips
63.27 kors becomes 891.27 glips
85.33 kors becomes 1202.03 glips
Now convert 76.08 kors to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",1071.75,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 9.64 kors -> 135.8
rate = 135.8 / 9.64 = 14.0871

STEP 2: Verify the rate with the second example.
EX2: 74.89 kors -> 1054.96
rate = 1054.96 / 74.89 = 14.0868
The rates agree (|14.0871 - 14.0868| = 0.0003), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 76.08 * 14.0871 = 1071.7466
Rounded to two decimals, the answer is 1071.75."
aug_unit_conversion_001240,unit_conversion,"On planet Zog, kors convert to glips by a fixed rule. Observed conversions:
19.78 kors becomes 412.38 glips
15.81 kors becomes 329.61 glips
85.15 kors becomes 1775.22 glips
28.74 kors becomes 599.18 glips
40.36 kors becomes 841.43 glips
Now convert 20.03 kors to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",417.59,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 19.78 kors -> 412.38
rate = 412.38 / 19.78 = 20.8483

STEP 2: Verify the rate with the second example.
EX2: 15.81 kors -> 329.61
rate = 329.61 / 15.81 = 20.8482
The rates agree (|20.8483 - 20.8482| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 20.03 * 20.8483 = 417.5914
Rounded to two decimals, the answer is 417.59."
aug_unit_conversion_001241,unit_conversion,"On planet Zog, plinks convert to glips by a fixed rule. Observed conversions:
74.6 plinks becomes 2137.26 glips
40.03 plinks becomes 1146.84 glips
80.27 plinks becomes 2299.7 glips
6.51 plinks becomes 186.51 glips
27.85 plinks becomes 797.89 glips
Now convert 89.68 plinks to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",2569.30,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 74.6 plinks -> 2137.26
rate = 2137.26 / 74.6 = 28.6496

STEP 2: Verify the rate with the second example.
EX2: 40.03 plinks -> 1146.84
rate = 1146.84 / 40.03 = 28.6495
The rates agree (|28.6496 - 28.6495| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 89.68 * 28.6496 = 2569.2961
Rounded to two decimals, the answer is 2569.30."
aug_unit_conversion_001242,unit_conversion,"On planet Zog, kors convert to glips by a fixed rule. Observed conversions:
78.5 kors becomes 638.82 glips
35.15 kors becomes 286.04 glips
36.1 kors becomes 293.77 glips
48.48 kors becomes 394.52 glips
80.83 kors becomes 657.78 glips
Now convert 98.96 kors to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",805.32,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 78.5 kors -> 638.82
rate = 638.82 / 78.5 = 8.1378

STEP 2: Verify the rate with the second example.
EX2: 35.15 kors -> 286.04
rate = 286.04 / 35.15 = 8.1377
The rates agree (|8.1378 - 8.1377| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 98.96 * 8.1378 = 805.3167
Rounded to two decimals, the answer is 805.32."
aug_unit_conversion_001243,unit_conversion,"On planet Zog, vims convert to marks by a fixed rule. Observed conversions:
5.71 vims becomes 230.63 marks
62.99 vims becomes 2544.21 marks
50.63 vims becomes 2044.98 marks
33.64 vims becomes 1358.74 marks
71.65 vims becomes 2893.99 marks
Now convert 95.23 vims to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",3846.39,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 5.71 vims -> 230.63
rate = 230.63 / 5.71 = 40.3905

STEP 2: Verify the rate with the second example.
EX2: 62.99 vims -> 2544.21
rate = 2544.21 / 62.99 = 40.3907
The rates agree (|40.3905 - 40.3907| = 0.0002), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 95.23 * 40.3905 = 3846.3873
Rounded to two decimals, the answer is 3846.39."
aug_unit_conversion_001244,unit_conversion,"On planet Zog, donks convert to marks by a fixed rule. Observed conversions:
88.53 donks becomes 2286.44 marks
34.36 donks becomes 887.41 marks
90.48 donks becomes 2336.8 marks
37.19 donks becomes 960.49 marks
86.6 donks becomes 2236.59 marks
Now convert 44.25 donks to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",1142.83,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 88.53 donks -> 2286.44
rate = 2286.44 / 88.53 = 25.8267

STEP 2: Verify the rate with the second example.
EX2: 34.36 donks -> 887.41
rate = 887.41 / 34.36 = 25.8268
The rates agree (|25.8267 - 25.8268| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 44.25 * 25.8267 = 1142.8315
Rounded to two decimals, the answer is 1142.83."
aug_unit_conversion_001245,unit_conversion,"On planet Zog, zibs convert to glips by a fixed rule. Observed conversions:
53.87 zibs becomes 2668.21 glips
77.66 zibs becomes 3846.54 glips
30.49 zibs becomes 1510.18 glips
66.6 zibs becomes 3298.73 glips
43.78 zibs becomes 2168.45 glips
Now convert 15.14 zibs to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",749.89,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 53.87 zibs -> 2668.21
rate = 2668.21 / 53.87 = 49.5305

STEP 2: Verify the rate with the second example.
EX2: 77.66 zibs -> 3846.54
rate = 3846.54 / 77.66 = 49.5305
The rates agree (|49.5305 - 49.5305| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 15.14 * 49.5305 = 749.8918
Rounded to two decimals, the answer is 749.89."
aug_unit_conversion_001246,unit_conversion,"On planet Zog, kors convert to yups by a fixed rule. Observed conversions:
55.22 kors becomes 2110.55 yups
42.95 kors becomes 1641.58 yups
44.02 kors becomes 1682.48 yups
26.38 kors becomes 1008.26 yups
60.12 kors becomes 2297.83 yups
Now convert 79.31 kors to yups.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",3031.29,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 55.22 kors -> 2110.55
rate = 2110.55 / 55.22 = 38.2208

STEP 2: Verify the rate with the second example.
EX2: 42.95 kors -> 1641.58
rate = 1641.58 / 42.95 = 38.2207
The rates agree (|38.2208 - 38.2207| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 79.31 * 38.2208 = 3031.2916
Rounded to two decimals, the answer is 3031.29."
aug_unit_conversion_001247,unit_conversion,"On planet Zog, donks convert to glips by a fixed rule. Observed conversions:
89.31 donks becomes 2367.89 glips
25.43 donks becomes 674.23 glips
76.15 donks becomes 2018.98 glips
31.33 donks becomes 830.66 glips
9.39 donks becomes 248.96 glips
Now convert 43.91 donks to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",1164.19,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 89.31 donks -> 2367.89
rate = 2367.89 / 89.31 = 26.5132

STEP 2: Verify the rate with the second example.
EX2: 25.43 donks -> 674.23
rate = 674.23 / 25.43 = 26.5132
The rates agree (|26.5132 - 26.5132| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 43.91 * 26.5132 = 1164.1946
Rounded to two decimals, the answer is 1164.19."
aug_unit_conversion_001248,unit_conversion,"On planet Zog, plinks convert to marks by a fixed rule. Observed conversions:
80.04 plinks becomes 416.68 marks
43.63 plinks becomes 227.13 marks
94.57 plinks becomes 492.32 marks
73.28 plinks becomes 381.49 marks
45.53 plinks becomes 237.02 marks
Now convert 3.54 plinks to marks.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",18.43,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 80.04 plinks -> 416.68
rate = 416.68 / 80.04 = 5.2059

STEP 2: Verify the rate with the second example.
EX2: 43.63 plinks -> 227.13
rate = 227.13 / 43.63 = 5.2058
The rates agree (|5.2059 - 5.2058| = 0.0001), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 3.54 * 5.2059 = 18.4289
Rounded to two decimals, the answer is 18.43."
aug_unit_conversion_001249,unit_conversion,"On planet Zog, donks convert to glips by a fixed rule. Observed conversions:
80.77 donks becomes 2904.42 glips
29.06 donks becomes 1044.97 glips
66.91 donks becomes 2406.03 glips
28.43 donks becomes 1022.32 glips
42.15 donks becomes 1515.68 glips
Now convert 63.58 donks to glips.
Please put your final answer inside `\boxed{}`. For example: `\boxed{your answer}`",2286.28,"This is a linear unit-conversion problem.

STEP 1: Recover the conversion rate from the first example.
EX1: 80.77 donks -> 2904.42
rate = 2904.42 / 80.77 = 35.9591

STEP 2: Verify the rate with the second example.
EX2: 29.06 donks -> 1044.97
rate = 1044.97 / 29.06 = 35.9591
The rates agree (|35.9591 - 35.9591| = 0.0), so the rate is reliable.

STEP 3: Apply the rate to the target value.
result = 63.58 * 35.9591 = 2286.2796
Rounded to two decimals, the answer is 2286.28."
